krs,status_code,error,name_discovery,source_codes
0000188717,204,not_found_or_deregistered,"""PRZEDSIĘBIORSTWO PRODUKCYJNO - USŁUGOWO - HANDLOWE PROFIL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000188729,204,not_found_or_deregistered,"""KRONO-EŁK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000189663,204,not_found_or_deregistered,"""MATEXIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000190002,204,not_found_or_deregistered,"""DRIED FLOWERS"" EXPORT - IMPORT - PRODUKCJA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000193762,204,not_found_or_deregistered,"""AGRIPOL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000194219,204,not_found_or_deregistered,"""MACHAJ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000194407,204,not_found_or_deregistered,"""STALBET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000194617,204,not_found_or_deregistered,"""DAWIES INTERNATIONAL LTD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000195554,204,not_found_or_deregistered,"""ROGALSKI REINDL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000195898,204,not_found_or_deregistered,"""SATURN-POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000196454,204,not_found_or_deregistered,"""ORTIS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000197791,204,not_found_or_deregistered,"""POLSKIE MEBLE"" PRODUCENCI MEBLI I PRZEDSIĘBIORSTWA WSPÓŁPRACUJĄCE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000198219,204,not_found_or_deregistered,"""EKO-STYL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000198609,204,not_found_or_deregistered,"""FER AUTOMOTIVE POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000198769,204,not_found_or_deregistered,"""POLAK MEBLE"" L. & M. POLAK SPÓŁKA JAWNA",16.10.Z:main
0000199192,204,not_found_or_deregistered,"""EKOTOP"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000200468,204,not_found_or_deregistered,"""MOR-POL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000201428,204,not_found_or_deregistered,"""SOŁOMIJA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000201429,204,not_found_or_deregistered,"""OMEGA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000202615,204,not_found_or_deregistered,"""RESET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000203003,204,not_found_or_deregistered,"""PARKUR-BIS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000204835,204,not_found_or_deregistered,"""GRAND"" TRANSPORT I SPEDYCJA MIĘDZYNARODOWA AGATA I PAWEŁ ZIELIŃSCY SPÓŁKA JAWNA",16.10.Z:main
0000205704,204,not_found_or_deregistered,"""FAWID"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000205964,204,not_found_or_deregistered,"""MAGNUS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000209358,204,not_found_or_deregistered,"""GREENKETT POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000209735,204,not_found_or_deregistered,"""EURO-CONTINENTAL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000210559,204,not_found_or_deregistered,"""MARCO-POLO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000213021,204,not_found_or_deregistered,"""BIPRODRZEW"" SPÓŁKA AKCYJNA",16.10.Z:main
0000215172,204,not_found_or_deregistered,"""POP N GO POLAND"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000216099,204,not_found_or_deregistered,"""FLORENCJA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ.""",16.10.Z:main
0000216152,204,not_found_or_deregistered,"""SALPO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000216903,204,not_found_or_deregistered,"""ROLBIT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ŁAJSACH",16.10.Z:main
0000217547,204,not_found_or_deregistered,"""HOMEBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000221641,204,not_found_or_deregistered,"""BMD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000222499,204,not_found_or_deregistered,"""BOSMA ELECTRIC"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000226531,204,not_found_or_deregistered,"""GRABOWSKI EXPORT IMPORT HANDEL HURTOWY I WSPÓLNICY"" SPÓŁKA JAWNA",16.10.Z:main
0000226925,204,not_found_or_deregistered,"""EKOPARTNER-BĘDZIN NIZIŃSKI, KOŚCIŃSKI, JUSTYNIARSKI"" SPÓŁKA JAWNA",16.10.Z:main
0000227969,204,not_found_or_deregistered,"""EXCELLENT-USŁUGI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000229337,204,not_found_or_deregistered,"""HIRONDI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000230547,204,not_found_or_deregistered,"""SERGIO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000231335,204,not_found_or_deregistered,"""CSB LUTOMIA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000231605,204,not_found_or_deregistered,"""MK-MEBEL"" M.PIESTRZENIEWICZ, K.BARYŁA SPÓŁKA JAWNA",16.10.Z:main
0000231883,204,not_found_or_deregistered,"""DANBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000232457,204,not_found_or_deregistered,"""KANTO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""",16.10.Z:main
0000232618,204,not_found_or_deregistered,"""FRONSBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000233570,204,not_found_or_deregistered,"""PROMONTA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000234326,204,not_found_or_deregistered,"""AL-MED"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000235617,204,not_found_or_deregistered,"""EUROHOUSE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000235675,204,not_found_or_deregistered,"""MAYGRUP"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000236938,204,not_found_or_deregistered,"""DRAGMAR"" JAKUBSKI, MICHALKIEWICZ SPÓŁKA KOMANDYTOWA",16.10.Z:main
0000237078,204,not_found_or_deregistered,"""NORTEX TRANSPORT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000237441,204,not_found_or_deregistered,"""INSTAL CZUDEC ZAKŁAD SYSTEMÓW WENTYLACYJNYCH, KONSTRUKCYJNYCH I ODPYLAJĄCYCH"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000237653,204,not_found_or_deregistered,"""NKN - ECO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000237985,204,not_found_or_deregistered,"""ARTCEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000238073,204,not_found_or_deregistered,"""PB TRADE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000238152,204,not_found_or_deregistered,"""EURO-CENTER"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000240642,204,not_found_or_deregistered,"""BIOTRADE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000242548,204,not_found_or_deregistered,"""BONKOWSKI"" - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000242792,204,not_found_or_deregistered,"""DOM-INO"" GLUC SPÓŁKA JAWNA",16.10.Z:main
0000246180,204,not_found_or_deregistered,"""DIAM-POL"" TOMASZ PAŚKIEWICZ SPÓŁKA JAWNA",16.10.Z:main
0000247395,204,not_found_or_deregistered,"""BEPEX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000249237,204,not_found_or_deregistered,"""HBT"" MAGDALENA NĘDZA, BARTŁOMIEJ NĘDZA, ZBIGNIEW NĘDZA SPÓŁKA JAWNA",16.10.Z:main
0000250023,204,not_found_or_deregistered,"""KWADRAT - KLEMENT SPÓŁKA JAWNA""",16.10.Z:main
0000250681,204,not_found_or_deregistered,"""CARBON"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000251458,204,not_found_or_deregistered,"""DREWBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000251822,204,not_found_or_deregistered,"""BTT"" JAROSŁAW DENICKI, PRZEMYSŁAW TRÓLKA SPÓŁKA JAWNA",16.10.Z:main
0000253154,204,not_found_or_deregistered,"""SKAPLANT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000253173,204,not_found_or_deregistered,"""MORSKA DĘBINA"" BUDZISZEWSKI SPÓŁKA JAWNA",16.10.Z:main
0000253237,204,not_found_or_deregistered,"""STADREW"" WOJCIECH STASIEŁUK SPÓŁKA JAWNA",16.10.Z:main
0000253345,204,not_found_or_deregistered,"""STOLBUD-PLAST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000254493,204,not_found_or_deregistered,"""GALUX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000255659,204,not_found_or_deregistered,"""AGRARTEST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000256420,204,not_found_or_deregistered,"""DOM SNOOKERA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000258907,204,not_found_or_deregistered,"""BUDOWNICTWO"" WIELOBRANŻOWA SPÓŁDZIELNIA SOCJALNA",16.10.Z:main
0000259934,204,not_found_or_deregistered,"""HOBAMET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000260583,204,not_found_or_deregistered,"""ROLPOL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000261270,204,not_found_or_deregistered,"""KOMITYWA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000261819,204,not_found_or_deregistered,"""MABUDO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000263902,204,not_found_or_deregistered,"""BALTIC - BUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000264348,204,not_found_or_deregistered,"""A & M PARTNERS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000264464,204,not_found_or_deregistered,"""KEWES FLORISTIK POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA",16.10.Z:main
0000265806,204,not_found_or_deregistered,"""RMR - URSZULA OLMA - SPÓŁKA JAWNA""",16.10.Z:main
0000267228,204,not_found_or_deregistered,"""DK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""",16.10.Z:main
0000267982,204,not_found_or_deregistered,"""IGNIS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000271675,204,not_found_or_deregistered,"""NOWARA & PIŃSKI NIERUCHOMOŚCI"" SPÓŁKA JAWNA",16.10.Z:main
0000271938,204,not_found_or_deregistered,"""FOREST STYLE POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000272217,204,not_found_or_deregistered,"""PIAST - JK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000273228,204,not_found_or_deregistered,"""ELEKTROPROJEKT WROCŁAW"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000273610,204,not_found_or_deregistered,"""KOLEJ GONDOLOWA ŚWIERADÓW ZDRÓJ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000274503,204,not_found_or_deregistered,"""MMD PROJECT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000274628,204,not_found_or_deregistered,"""PRZEDSIĘBORSTWO BUDOWLANE STRYKOWSKI SPÓŁKA JAWNA""",16.10.Z:main
0000276471,204,not_found_or_deregistered,"""POLMAX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000276667,204,not_found_or_deregistered,"""PRZEDSIĘBIORSTWO HANDLU, USŁUG I PRODUKCJI RÓŻNEJ ""LAPIS II"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""",16.10.Z:main
0000277552,204,not_found_or_deregistered,"""REFREN"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000277709,204,not_found_or_deregistered,"""ORAJ"" - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000277828,204,not_found_or_deregistered,"""POLSKA SOSNA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI",16.10.Z:main
0000279127,204,not_found_or_deregistered,"""MMAD ŁUPIŃSKI TREPCZYŃSKI"" SPÓŁKA KOMANDYTOWA",16.10.Z:main
0000280274,204,not_found_or_deregistered,"""LB"" GMBH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000281870,204,not_found_or_deregistered,"""JP TRÓLKA"" SPÓŁKA JAWNA",16.10.Z:main
0000282827,204,not_found_or_deregistered,"""SAMSON ROBERT PRYMAS"" SPÓŁKA KOMANDYTOWA",16.10.Z:main
0000283600,204,not_found_or_deregistered,"""RYNEK NIERUCHOMOŚCI"" IWONA GRANAT, DARIUSZ BIELICKI SPÓŁKA JAWNA",16.10.Z:main
0000284570,204,not_found_or_deregistered,"""FASHION"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000285965,204,not_found_or_deregistered,"""KW WOODEN FLOORS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000286275,204,not_found_or_deregistered,"""DOM WROCŁAWSKI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000286788,204,not_found_or_deregistered,"""MIESZKO-BIOMASA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000287482,204,not_found_or_deregistered,"""MAXIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000287509,204,not_found_or_deregistered,"""FRIZZANTE POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000294225,204,not_found_or_deregistered,"""ARECA PLANT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000296366,204,not_found_or_deregistered,"""P M PILARSKI MIŚKIEWICZ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000297999,204,not_found_or_deregistered,"""KOPEX-EKO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOIŚCIĄ""",16.10.Z:main
0000299159,204,not_found_or_deregistered,"""DIG-NET"" LENART SPÓŁKA JAWNA",16.10.Z:main
0000299542,204,not_found_or_deregistered,"""DOM I OGRÓD MARTA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000299957,204,not_found_or_deregistered,"""MURAPOL PRO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""",16.10.Z:main
0000300008,204,not_found_or_deregistered,"""MURAPOL IN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""",16.10.Z:main
0000301456,204,not_found_or_deregistered,"""MM PROJEKT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000302027,204,not_found_or_deregistered,"""EMMA PACK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000303758,204,not_found_or_deregistered,"""NORD - ECO BOROWIAK &  PARTNERS"" SPÓŁKA JAWNA",16.10.Z:main
0000304660,204,not_found_or_deregistered,"""CLEANERGY"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000305204,204,not_found_or_deregistered,"""FFI PIOTR BOROWIAK"" SPÓŁKA KOMANDYTOWO-AKCYJNA",16.10.Z:main
0000306053,204,not_found_or_deregistered,"""PRZEMYSŁAW KOWALCZYK SPÓŁKA JAWNA""",16.10.Z:main
0000306366,204,not_found_or_deregistered,"""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000306896,204,not_found_or_deregistered,"""FAMILIA"" J.JURKIEWICZ, G.JURKIEWICZ I WSPÓLNICY SPÓŁKA JAWNA",16.10.Z:main
0000307402,204,not_found_or_deregistered,"""ALFA"" DARIA KAMPKA TOMASZ SWOBODA SPÓŁKA JAWNA",16.10.Z:main
0000307905,204,not_found_or_deregistered,"""NOUGAT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000308240,204,not_found_or_deregistered,"""INSTYTUT NOWOCZESNYCH TECHNOLOGII"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000308405,204,not_found_or_deregistered,"""MAJEWSKI I WSPÓLNICY"" SPÓŁKA KOMANDYTOWA",16.10.Z:main
0000308957,204,not_found_or_deregistered,"""ABLUX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000309075,204,not_found_or_deregistered,"""FUNDACJA HEBRON""",16.10.Z:main
0000309622,204,not_found_or_deregistered,"""PRZEMYSŁ DRZEWNY DOBRZYNIEWO"" J. SZORC, Z. DZIWNIEL, M. GNIAZDOWSKA SPÓŁKA JAWNA",16.10.Z:main
0000309980,204,not_found_or_deregistered,"""BALTIM-YACHTS- ŁUKASZ WOŁCZEK, ELWIRA KRZYŻANOWSKA SPÓŁKA JAWNA""",16.10.Z:main
0000310162,204,not_found_or_deregistered,"""SHEN"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000310315,204,not_found_or_deregistered,"""MARKOWSKI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000310739,204,not_found_or_deregistered,"""AGROENERGY"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000311164,204,not_found_or_deregistered,"""INVEST NIERUCHOMOŚCI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWA",16.10.Z:main
0000311267,204,not_found_or_deregistered,"""SKOTI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000311776,204,not_found_or_deregistered,"""MAVOBIN-M.ORLIK I W.BINEROWSKI"" SPÓŁKA JAWNA",16.10.Z:main
0000311912,204,not_found_or_deregistered,"""MARGO POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000312202,204,not_found_or_deregistered,"""BUDA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000312303,204,not_found_or_deregistered,"""INVEST-TOM"" T. SĘDŁAK SPÓŁKA JAWNA",16.10.Z:main
0000312414,204,not_found_or_deregistered,"""EKO-ROL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000312573,204,not_found_or_deregistered,"""EKO HARPOON INWESTYCJE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000312910,204,not_found_or_deregistered,"""ANESTI"" SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000313073,204,not_found_or_deregistered,"""POLISH BUILDING CONTRACTORS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000313423,204,not_found_or_deregistered,"""CENTRUM REAL ESTATE LILIANA HOMMERSSOM I SPÓŁKA SPÓŁKA JAWNA""",16.10.Z:main
0000314162,204,not_found_or_deregistered,"""INTERPELET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000314858,204,not_found_or_deregistered,"""ROGMAR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000315616,204,not_found_or_deregistered,"""MARCELIN MANAGEMENT""  SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000316043,204,not_found_or_deregistered,"""HYDRO-MOST PROJEKT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000316237,204,not_found_or_deregistered,"""IFK"" INTER-TRANS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000316411,204,not_found_or_deregistered,"""HAUSER"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000319735,204,not_found_or_deregistered,"""BF VARIA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000320735,204,not_found_or_deregistered,"""SILVER-COOPER"" TOMASZEWSKI I KOPERSKI SPÓŁKA JAWNA",16.10.Z:main
0000320816,204,not_found_or_deregistered,"""KJS-M.SZURGOT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000320897,204,not_found_or_deregistered,"""GRUPA MARTYNA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000320930,204,not_found_or_deregistered,"""BELNETTE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000321255,204,not_found_or_deregistered,"""POINT CONSTRUCTION"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000321812,204,not_found_or_deregistered,"""STOLARNIA"" KRZYSZTOF WOJTYCZKA SPÓŁKA JAWNA",16.10.Z:main
0000322050,204,not_found_or_deregistered,"""PRZEDSIĘBIORSTWO ŻEREBECKI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000322594,204,not_found_or_deregistered,"""GRUPA MARTYNA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA",16.10.Z:main
0000324128,204,not_found_or_deregistered,"""EURO-METAL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000324406,204,not_found_or_deregistered,"""BOMAR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000324602,204,not_found_or_deregistered,"""DIN CHEMICALS"" SPÓŁKA JAWNA SŁAWOMIR STAJERSKI, MAREK BUCZAK",16.10.Z:main
0000326431,204,not_found_or_deregistered,"""NARWI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000326661,204,not_found_or_deregistered,"""PACYFICA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000327945,204,not_found_or_deregistered,"""J.D.PROGRESS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000328450,204,not_found_or_deregistered,"""PANORAMA PIASTOWSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000329127,204,not_found_or_deregistered,"""ROB-MAR R.POPOWSKI, M.POWĘZKA"" SPÓŁKA JAWNA",16.10.Z:main
0000329513,204,not_found_or_deregistered,"""MEBLOMARKET RK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000329523,204,not_found_or_deregistered,"""KOMANDOR GDAŃSK"" SPÓŁKA AKCYJNA",16.10.Z:main
0000329628,204,not_found_or_deregistered,"""RE MARKET SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""",16.10.Z:main
0000329709,204,not_found_or_deregistered,"""AKUSTA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000329920,204,not_found_or_deregistered,"""INFINIO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
0000330062,204,not_found_or_deregistered,"""DIO"" LANDSCAPING & DECORATIONS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16.10.Z:main
