krs,name,nip,regon,legal_form,register,registration_date,last_entry_date,as_of,status_from_discovery,voivodeship,county,municipality,city,street,building_no,unit_no,postal_code,post_office,pkd_main,pkd_other,pkd_matches,pkd_match_types,pkd_descriptions,share_capital,share_capital_currency
245193,BOSSTER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,6721956996.0,32005528100000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,18.11.2005,31.01.2023,21.11.2025,ACTIVE,,,,NOWE MIASTO LUBAWSKIE,,,,,,,02.40.Z; 16.10.Z; 43.11.Z; 43.12.Z; 43.29.Z; 77.32.Z; 45.11.Z; 45.20.Z; 45.40.Z; 47.30.Z; 47.19.Z; 46.46.Z; 47.73.Z; 47.75.Z; 47.78.Z; 47.79.Z; 95.29.Z; 47.74.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '220000,00', 'waluta': 'PLN'}",
295321,"LOGIMAX PIECHOTA, SPÓŁKA JAWNA",9482495802.0,14125544600000.0,SPÓŁKA JAWNA,RejP,20.12.2007,06.11.2019,21.11.2025,ACTIVE,MAZOWIECKIE,,,RADOM,SANDOMIERSKA,10,81,26-600,RADOM,,49.41.Z; 52.21.Z; 52.29.C; 74.90.Z; 16.10.Z; 47.30.Z; 46.77.Z; 52.24.C; 63.11.Z; 62.03.Z; 82.30.Z; 82.92.Z; 37.00.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
472234,JWR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8992745781.0,2220323000000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,01.08.2013,30.08.2026,30.08.2026,ACTIVE,DOLNOŚLĄSKIE,,,WROCŁAW,KUKUCZKI,5,13,50-570,WROCŁAW,,01.30.Z; 01.50.Z; 01.70.Z; 02.10.Z; 02.20.Z; 02.30.Z; 02.40.Z; 05.10.Z; 05.20.Z; 06.10.Z; 06.20.Z; 07.10.Z; 09.10.Z; 09.90.Z; 10.20.Z; 12.00.Z; 13.30.Z; 14.20.Z; 15.20.Z; 16.10.Z; 18.20.Z; 19.10.Z; 19.20.Z; 20.20.Z; 20.30.Z; 20.60.Z; 21.10.Z; 21.20.Z; 23.20.Z; 23.70.Z; 24.10.Z; 24.20.Z; 25.30.Z; 25.40.Z; 25.50.Z; 26.20.Z; 26.30.Z; 26.40.Z; 26.60.Z; 26.70.Z; 26.80.Z; 27.20.Z; 27.40.Z; 27.90.Z; 28.30.Z; 29.20.Z; 30.20.Z; 30.30.Z; 30.40.Z; 32.20.Z; 32.30.Z; 32.40.Z; 32.50.Z; 33.20.Z; 35.30.Z; 36.00.Z; 37.00.Z; 39.00.Z; 41.10.Z; 41.20.Z; 45.20.Z; 45.40.Z; 46.90.Z; 47.30.Z; 49.10.Z; 49.20.Z; 50.10.Z; 50.20.Z; 50.30.Z; 50.40.Z; 51.10.Z; 53.20.Z; 55.10.Z; 55.20.Z; 55.30.Z; 55.90.Z; 56.30.Z; 59.20.Z; 60.10.Z; 60.20.Z; 61.10.Z; 61.20.Z; 61.30.Z; 61.90.Z; 64.92.Z; 64.99.Z; 66.19.Z; 68.10.Z; 68.20.Z; 69.10.Z; 69.20.Z; 70.10.Z; 72.20.Z; 73.20.Z; 74.10.Z; 74.20.Z; 74.30.Z; 74.90.Z; 75.00.Z; 77.40.Z; 78.10.Z; 78.20.Z; 78.30.Z; 80.10.Z; 80.20.Z; 80.30.Z; 81.10.Z; 81.30.Z; 82.20.Z; 82.30.Z; 85.10.Z; 85.20.Z; 85.60.Z; 92.00.Z; 94.12.Z; 97.00.Z; 98.10.Z; 98.20.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '5000,00', 'waluta': 'PLN'}",
346500,KB WORK GLOBAL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5020093148.0,2115544000000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,13.01.2010,27.09.2024,21.11.2025,ACTIVE,MAZOWIECKIE,,,WARSZAWA,DOMANIEWSKA,47,10,02-672,WARSZAWA,,70.22.Z; 78.30.Z; 08.12.Z; 16.10.Z; 16.24.Z; 16.29.Z; 43.12.Z; 41.20.Z; 43.39.Z; 77.32.Z; 49.31.Z; 55.20.Z; 55.10.Z; 56.10.A; 56.21.Z; 46.43.Z; 46.77.Z; 01.45.Z; 01.46.Z; 01.47.Z; 01.49.Z; 01.50.Z; 01.61.Z; 81.30.Z; 01.62.Z; 10.13.Z; 64.19.Z; 10.92.Z; 10.12.Z; 75.00.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '10000,00', 'waluta': 'PLN'}",
488197,DREWMEX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,6642131540.0,26073401900000.0,SPÓŁKA KOMANDYTOWA,RejP,28.11.2013,14.07.2023,04.12.2025,ACTIVE,ŚWIĘTOKRZYSKIE,,,STARACHOWICE,UL. KONSTYTUCJI 3 MAJA,27,,27-200,STARACHOWICE,16.10.Z,16.22.Z; 16.23.Z; 16.29.Z; 31.02.Z; 31.09.Z; 43.91.Z; 46.13.Z; 46.73.Z; 49.41.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
387459,PIK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,6762442047.0,12154059900000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,27.05.2011,17.12.2020,21.11.2025,ACTIVE,,,,KRAKÓW,,,,,,,16.21.Z; 16.10.Z; 16.22.Z; 16.23.Z; 16.24.Z; 17.21.Z; 18.11.Z; 18.12.Z; 18.13.Z; 18.14.Z; 18.20.Z; 25.11.Z; 25.12.Z; 31.01.Z; 31.02.Z; 31.09.Z; 33.20.Z; 41.10.Z; 41.20.Z; 43.11.Z; 43.12.Z; 43.21.Z; 43.39.Z; 43.99.Z; 46.73.Z; 47.25.Z; 47.26.Z; 49.31.Z; 49.32.Z; 52.10.B; 55.10.Z; 55.20.Z; 55.30.Z; 55.90.Z; 56.10.A; 56.21.Z; 56.29.Z; 56.30.Z; 70.10.Z; 70.22.Z; 77.32.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '6000,00', 'waluta': 'PLN'}",
331082,GREEN POWER PROJECT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7542975078.0,16025577600000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,08.06.2009,12.04.2025,20.11.2025,ACTIVE,OPOLSKIE,,,OPOLE,RYNEK,13-14,1B,45-015,OPOLE,,10.61.Z; 10.91.Z; 16.10.Z; 16.29.Z; 32.99.Z; 33.12.Z; 33.19.Z; 33.20.Z; 38.31.Z; 38.32.Z; 46.19.Z; 46.21.Z; 46.49.Z; 46.71.Z; 46.73.Z; 47.19.Z; 68.10.Z; 68.20.Z; 68.31.Z; 16.21.Z; 16.22.Z; 16.23.Z; 16.24.Z; 31.01.Z; 31.02.Z; 31.03.Z; 31.09.Z; 38.21.Z; 38.22.Z; 39.00.Z; 43.21.Z; 43.22.Z; 43.29.Z; 43.31.Z; 43.32.Z; 43.33.Z; 43.34.Z; 43.39.Z; 46.41.Z; 46.42.Z; 46.47.Z; 46.65.Z; 46.69.Z; 46.75.Z; 46.76.Z; 46.77.Z; 46.90.Z; 47.51.Z; 47.59.Z; 47.71.Z; 47.72.Z; 56.10.A; 64.92.Z; 64.99.Z; 66.19.Z; 68.32.Z; 73.11.Z; 77.11.Z; 77.29.Z; 77.39.Z; 96.09.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '100000,00', 'waluta': 'PLN'}",
585078,WOOD SERVICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8542409876.0,36295070600000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,06.11.2015,01.07.2026,01.07.2026,ACTIVE,ZACHODNIOPOMORSKIE,,,STARGARD SZCZECIŃSKI,UL. PIERWSZEJ BRYGADY,35,701,73-110,STARGARD SZCZECIŃSKI,16.10.Z,16.22.Z; 16.23.Z; 16.29.Z; 52.10.B; 77.11.Z; 77.12.Z; 77.32.Z; 77.33.Z; 82.92.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '5000,00', 'waluta': 'PLN'}",
312832,GT DEVELOPMENT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7010127154.0,14141450200000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,05.09.2008,18.09.2023,20.11.2025,ACTIVE,,,,WARSZAWA,,,,-,-,,81.30.Z; 08.11.Z; 08.12.Z; 16.10.Z; 23.70.Z; 43.99.Z; 95.24.Z; 43.11.Z; 43.12.Z; 43.13.Z; 41.20.Z; 43.34.Z; 43.39.Z; 46.13.Z; 46.15.Z; 46.18.Z; 46.73.Z; 46.65.Z; 46.66.Z; 47.69.Z; 47.59.Z; 47.91.Z; 41.10.Z; 68.10.Z; 68.20.Z; 68.31.Z; 68.32.Z; 71.11.Z; 71.12.Z; 71.20.B; 93.21.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
12922,DREWCOM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI,8392754642.0,77097793900000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,28.05.2001,28.07.2026,28.07.2026,ACTIVE,POMORSKIE,,,CEWICE,WITOSA,64 A,,84-312,CEWICE,31.01.Z,31.09.Z; 31.02.Z; 95.24.Z; 16.29.Z; 16.10.Z; 16.21.Z; 46.73.Z; 46.75.Z; 49.39.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '173000,00', 'waluta': 'PLN'}",
400222,RIZZO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI,8971777534.0,2169028000000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,26.10.2011,17.10.2018,20.11.2025,LIQUIDATION,DOLNOŚLĄSKIE,,,WROCŁAW,KIEŁCZOWSKA,70,,51-354,WROCŁAW,,16.10.Z; 16.21.Z; 16.22.Z; 16.23.Z; 16.24.Z; 16.29.Z; 23.51.Z; 23.52.Z; 23.61.Z; 23.62.Z; 23.63.Z; 23.64.Z; 23.65.Z; 23.69.Z; 18.12.Z; 23.70.Z; 31.01.Z; 31.02.Z; 33.11.Z; 33.12.Z; 33.13.Z; 33.14.Z; 33.17.Z; 31.03.Z; 38.11.Z; 38.12.Z; 31.09.Z; 17.23.Z; 38.21.Z; 38.22.Z; 38.31.Z; 38.32.Z; 02.40.Z; 41.10.Z; 41.20.Z; 43.11.Z; 43.12.Z; 43.13.Z; 43.21.Z; 43.22.Z; 43.29.Z; 43.31.Z; 43.32.Z; 43.33.Z; 43.34.Z; 43.39.Z; 43.91.Z; 43.99.Z; 46.11.Z; 46.12.Z; 46.13.Z; 46.14.Z; 46.15.Z; 46.16.Z; 46.17.Z; 46.18.Z; 46.19.Z; 46.41.Z; 46.42.Z; 46.43.Z; 46.44.Z; 46.45.Z; 46.46.Z; 46.47.Z; 46.48.Z; 46.49.Z; 46.61.Z; 46.62.Z; 46.63.Z; 46.64.Z; 46.65.Z; 46.66.Z; 46.69.Z; 47.51.Z; 47.52.Z; 47.53.Z; 47.54.Z; 47.59.Z; 49.31.Z; 49.32.Z; 49.39.Z; 46.71.Z; 46.72.Z; 46.73.Z; 46.74.Z; 46.75.Z; 46.76.Z; 46.77.Z; 49.41.Z; 49.42.Z; 47.71.Z; 47.72.Z; 47.73.Z; 47.74.Z; 47.75.Z; 47.76.Z; 47.77.Z; 47.78.Z; 47.79.Z; 45.11.Z; 47.91.Z; 47.99.Z; 55.10.Z; 56.10.A; 56.10.B; 56.21.Z; 56.29.Z; 56.30.Z; 62.01.Z; 62.03.Z; 47.19.Z; 68.10.Z; 68.20.Z; 68.31.Z; 68.32.Z; 58.11.Z; 58.12.Z; 58.13.Z; 58.14.Z; 71.11.Z; 71.12.Z; 63.11.Z; 63.12.Z; 58.19.Z; 78.10.Z; 78.20.Z; 78.30.Z; 58.21.Z; 59.20.Z; 60.20.Z; 81.10.Z; 81.21.Z; 81.22.Z; 81.29.Z; 81.30.Z; 82.11.Z; 82.19.Z; 82.20.Z; 82.30.Z; 82.91.Z; 82.92.Z; 82.99.Z; 73.11.Z; 74.10.Z; 64.20.Z; 73.12.A; 73.12.B; 73.12.C; 73.12.D; 66.19.Z; 58.29.Z; 47.41.Z; 77.11.Z; 47.42.Z; 69.20.Z; 77.12.Z; 47.43.Z; 70.21.Z; 71.20.A; 71.20.B; 70.22.Z; 73.20.Z; 64.30.Z; 46.52.Z; 77.31.Z; 77.32.Z; 47.63.Z; 77.33.Z; 74.90.Z; 77.39.Z; 77.40.Z; 95.24.Z; 32.99.Z; 46.90.Z; 85.60.Z; 63.99.Z; 64.99.Z; 33.19.Z; 33.20.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '100000,00', 'waluta': 'PLN'}",
665916,SPÓŁDZIELNIA SOCJALNA GEOGRÓDEK,6322016518.0,36666159000000.0,SPÓŁDZIELNIA,RejP,28.02.2017,19.06.2026,19.06.2026,ACTIVE,ŚLĄSKIE,,,JAWORZNO,UL. PŁETWONURKÓW,2,,43-602,JAWORZNO,81.30.Z,81.10.Z; 81.21.Z; 81.22.Z; 81.29.Z; 82.30.Z; 02.20.Z; 02.30.Z; 02.40.Z; 16.10.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
570242,SPEDWOOD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,9552375748.0,36222116600000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,11.08.2015,30.07.2026,30.07.2026,ACTIVE,ZACHODNIOPOMORSKIE,,,SZCZECIN,UL. TYTANOWA,1 A,,70-856,SZCZECIN,16.24.Z,16.10.Z; 43.39.Z; 46.13.Z; 46.73.Z; 49.41.Z; 52.29.B; 52.29.C; 77.32.Z; 77.39.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '5000,00', 'waluta': 'PLN'}",
271268,AKAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5170202656.0,18019726000000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,05.01.2007,30.06.2026,30.06.2026,ACTIVE,PODKARPACKIE,,,RZESZÓW,ZAWISZY,26A,,35-082,RZESZÓW,43.39.Z,41.20.Z; 41.10.Z; 42.13.Z; 43.21.Z; 02.40.Z; 18.20.Z; 10.73.Z; 16.10.Z; 22.11.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
644748,"""TELELOGIKA.PL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",7262662852.0,36574876700000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,31.10.2016,15.07.2026,15.07.2026,ACTIVE,,,,ŁÓDŹ,,,,,,47.42.Z,45.11.Z; 47.62.Z; 92.00.Z; 95.12.Z; 46.17.Z; 47.26.Z; 16.10.Z; 56.10.A; 41.20.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
493276,DREW-PANDA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5911694961.0,22201430300000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,07.01.2014,14.07.2026,14.07.2026,ACTIVE,POMORSKIE,,,GÓRKI,BORSKA,7,,83-442,KARSIN,16.10.Z,16.23.Z; 16.24.Z; 31.09.Z; 35.11.Z; 41.20.Z; 43.39.Z; 43.91.Z; 46.73.Z; 96.09.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
381889,TMD-TRAK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8121761475.0,67271619800000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,01.04.2011,24.06.2026,24.06.2026,ACTIVE,MAZOWIECKIE,,,GARBATKA DŁUGA,,1,,26-930,GARBATKA-LETNISKO,16.10.Z,02.10.Z; 38.11.Z; 49.41.Z; 46.73.Z; 32.99.Z; 39.00.Z; 82.92.Z; 46.90.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '12070340,00', 'waluta': 'PLN'}",
463022,PARK MEBLE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,6972308711.0,30243556600000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,23.05.2013,16.07.2026,16.07.2026,ACTIVE,WIELKOPOLSKIE,,,WŁOSZAKOWICE,UL. POWSTAŃCÓW WIELKOPOLSKICH,1,,64-140,WŁOSZAKOWICE,46.73.Z,16.10.Z; 16.23.Z; 16.24.Z; 16.29.Z; 31.09.Z; 46.13.Z; 46.15.Z; 46.47.Z; 46.49.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '5000,00', 'waluta': 'PLN'}",
326205,PLANT ENERGY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,9691545131.0,24112637800000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,19.03.2009,15.06.2026,15.06.2026,ACTIVE,ŚLĄSKIE,,,PILCHOWICE,DOLNA WIEŚ,70A,,44-145,PILCHOWICE,16.29.Z,02.20.Z; 16.10.Z; 38.11.Z; 38.21.Z; 38.32.Z; 39.00.Z; 46.71.Z; 64.99.Z; 01.61.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '150000,00', 'waluta': 'PLN'}",
297629,AHORST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5291747136.0,14128764700000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,30.01.2008,03.06.2026,03.06.2026,ACTIVE,MAZOWIECKIE,,,MILANÓWEK,BARTOSZA,7,,05-822,MILANÓWEK,,16.10.Z; 23.70.Z; 26.20.Z; 26.30.Z; 26.40.Z; 26.40.Z; 33.20.Z; 36.00.Z; 37.10.Z; 39.00.Z; 85.60.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
356412,"""SADŁOWSCY"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5342445334.0,14241239100000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,14.05.2010,04.10.2021,21.11.2025,ACTIVE,MAZOWIECKIE,,,KOMORÓW,KOLEJOWA,9,,05-806,KOMORÓW,,20.16.Z; 38.32.Z; 28.92.Z; 22.23.Z; 16.10.Z; 16.23.Z; 43.32.Z; 43.91.Z; 32.99.Z; 41.20.Z; 43.99.Z; 49.41.Z; 47.99.Z; 46.76.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
426828,SZCZYTY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5432181063.0,20071101900000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,12.07.2012,02.04.2025,20.11.2025,ACTIVE,PODLASKIE,,,SZCZYTY NOWODWORY,,1,,17-106,ORLA,16.29.Z,02.20.Z; 16.10.Z; 31.09.Z; 41.20.Z; 43.12.Z; 46.73.Z; 47.91.Z; 77.32.Z; 96.09.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '10000,00', 'waluta': 'PLN'}",
595886,ZIRO PELLET SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5272756298.0,36349520400000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,11.01.2016,11.09.2025,04.12.2025,ACTIVE,MAZOWIECKIE,,,WARSZAWA,UL. GRZYBOWSKA,80/82,700,00-844,WARSZAWA,16.29.Z,02.20.Z; 02.30.Z; 16.10.Z; 46.73.Z; 77.12.Z; 82.99.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '500000,00', 'waluta': 'PLN'}",
541724,HYDROTECHNIKA GÓRSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,9372672918.0,36068168500000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,02.02.2015,19.09.2026,19.09.2026,ACTIVE,ŚLĄSKIE,,,WILKOWICE,UL. ŻYWIECKA,140,,43-365,WILKOWICE,42.91.Z,01.29.Z; 02.10.Z; 02.20.Z; 02.30.Z; 02.40.Z; 08.11.Z; 09.90.Z; 16.10.Z; 17.23.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '5000,00', 'waluta': 'PLN'}",
345117,"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ""FICEK"" SPÓŁKA JAWNA",5521002286.0,7047812900000.0,SPÓŁKA JAWNA,RejP,28.12.2009,27.07.2026,27.07.2026,ACTIVE,MAŁOPOLSKIE,,,SKAWICA,,317,,34-221,SKAWICA,,16.10.Z; 16.23.Z; 46.73.Z; 46.74.Z; 46.75.Z; 47.76.Z; 47.52.Z; 47.59.Z; 47.78.Z; 49.41.Z; 77.12.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
612893,EKO FUEL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8133719964.0,36420134000000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,14.04.2016,08.03.2024,21.11.2025,ACTIVE,PODKARPACKIE,,,RZESZÓW,UL. WITA STWOSZA,64,,35-113,RZESZÓW,16.29.Z,02.20.Z; 49.41.Z; 16.10.Z; 46.71.Z; 46.13.Z; 46.90.Z; 47.99.Z; 52.10.B,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
258914,"""AGROTERM - POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",8842590673.0,2030331100000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,19.06.2006,05.07.2024,21.11.2025,ACTIVE,DOLNOŚLĄSKIE,,,ŚWIDNICA,KOŚCIUSZKI,8,1,58-100,ŚWIDNICA,16.10.Z,,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
456100,C-ECO SYSTEMS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7571480184.0,14660633000000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,26.03.2013,14.07.2026,14.07.2026,ACTIVE,MAZOWIECKIE,,,SIELUŃ,,,4A,06-231,MŁYNARZE,,16.10.Z; 16.29.Z; 20.14.Z; 28.29.Z; 32.50.Z; 33.20.Z; 46.19.Z; 46.76.Z; 46.90.Z; 49.41.Z; 52.10.B; 58.19.Z; 66.19.Z; 72.11.Z; 96.09.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
532573,DREWBUD WROŃSCY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5993173078.0,36012618500000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,20.11.2014,30.03.2026,30.03.2026,ACTIVE,LUBUSKIE,,,GORZÓW WIELKOPOLSKI,UL. MŁYŃSKA,1,31,66-400,GORZÓW WIELKOPOLSKI,46.73.Z,02.20.Z; 16.10.Z; 16.24.Z; 41.10.Z; 41.20.Z; 43.12.Z; 49.41.Z; 52.10.B; 52.24.C,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '5000,00', 'waluta': 'PLN'}",
575851,SUDECKA FABRYKA DREWNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8842757357.0,36253419000000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,17.09.2015,14.01.2024,21.11.2025,ACTIVE,DOLNOŚLĄSKIE,,,WITKÓW,,31,,58-140,JAWORZYNA ŚLĄSKA,16.10.Z,16.23.Z; 16.24.Z; 43.32.Z; 43.91.Z; 43.99.Z; 46.13.Z; 46.73.Z; 47.91.Z; 47.99.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '625500,00', 'waluta': 'PLN'}",
479643,SNW PRODUCTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5223017951.0,14737225900000.0,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,02.10.2013,22.05.2026,22.05.2026,ACTIVE,MAZOWIECKIE,,,WARSZAWA,UL. WILLIAMA HEERLEINA LINDLEYA,16,,02-013,WARSZAWA,46.73.Z,02.20.Z; 16.10.Z; 16.23.Z; 16.24.Z; 16.21.Z; 49.41.Z; 47.99.Z; 38.32.Z; 39.00.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '1205000,00', 'waluta': 'PLN'}",
