krs,name,nip,regon,legal_form,register,registration_date,last_entry_date,as_of,status_from_discovery,voivodeship,county,municipality,city,street,building_no,unit_no,postal_code,post_office,pkd_main,pkd_other,pkd_matches,pkd_match_types,pkd_descriptions,share_capital,share_capital_currency
0000002897,FILARS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8321885940,73149685400000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,23.03.2001,08.12.2017,20.11.2025,ACTIVE,,,,WARSZAWA,UL. MAZOWIECKA,11,49,00-052,WARSZAWA,49.41.Z,49.39.Z; 46.73.Z; 45.19.Z; 45.11.Z; 41.20.Z; 16.10.Z; 46.77.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '41000,00', 'waluta': 'PLN'}",
0000004278,"""POLDOOR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ.",7542685096,53218160400000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,23.03.2001,08.04.2026,08.04.2026,ACTIVE,,,,OPOLE,BUDOWLANYCH,101A,,45-005,OPOLE,16.11.Z,16.21.Z; 16.22.Z; 16.23.Z; 43.32.Z; 43.91.Z; 16.24.Z; 33.19.Z; 16.29.Z; 68.32.Z,16.11.Z,przeważające,16.11.Z: PKD 2025 - Produkcja wyrobów tartacznych,"{'wartosc': '60000,00', 'waluta': 'PLN'}",
0000004710,"""MIPODREX"" BURACZYŃSKI I MICHALAK SPÓŁKA JAWNA",7560006734,53050577000000,SPÓŁKA JAWNA,RejP,26.03.2001,02.11.2025,21.02.2026,ACTIVE,,,,KOLONOWSKIE,UL. LIPOWA,4,,47-113,KOLONOWSKIE,16.10.Z,16.23.Z; 16.29.Z; 43.32.Z; 43.91.Z; 46.73.Z; 49.41.Z; 77.12.Z; 46.76.Z; 16.24.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
0000004860,"""FORNIR INWEST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",6181930087,25144221000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,28.03.2001,05.02.2026,06.02.2026,ACTIVE,,,,KALISZ,,8,,62-800,KALISZ,16.10.Z,,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000006361,"""IMPEXZŁOM"" SPÓŁKA JAWNA J. GUL & U. A. STANKIEWICZ ZAKŁAD PRACY CHRONIONEJ W UPADŁOŚCI LIKWIDACYJNEJ",6610200812,29023443400000,SPÓŁKA JAWNA,RejP,05.04.2001,30.03.2026,30.03.2026,ACTIVE,,,,OSTROWIEC ŚWIĘTOKRZYSKI,SAMSONOWICZA,15,,27-400,OSTROWIEC ŚWIĘTOKRZYSKI,16.10.Z,46.73.Z; 24.41.Z; 24.45.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
0000006755,"""PAKON"" KWIATKOWSKI I SPÓŁKA - SPÓŁKA JAWNA",6390001854,27054303300000,SPÓŁKA JAWNA,RejP,09.04.2001,15.06.2026,15.06.2026,ACTIVE,,,,RACIBÓRZ,UL. STALOWA,4,,47-400,RACIBÓRZ,46.90.Z,16.10.Z; 16.24.Z; 68.20.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
0000009445,"""MB MEBLE BARCZEWO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",7391033093,51036198000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,30.04.2001,27.03.2026,27.03.2026,ACTIVE,,,,BARCZEWSKI DWÓR,BARCZEWSKI DWÓR,7,,11-010,BARCZEWO,31.09.Z,16.10.Z; 16.29.Z; 46.13.Z; 46.15.Z; 46.47.Z; 46.90.Z; 47.19.Z; 47.99.Z; 49.41.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '2577200,00', 'waluta': 'PLN'}",
0000010478,PAGED PLYWOOD SPÓŁKA AKCYJNA,7411378488,51044556900000,SPÓŁKA AKCYJNA,RejP,27.04.2001,25.08.2026,25.08.2026,ACTIVE,,,,MORĄG,MAZURSKA,1,,14-300,MORĄG,16.21.Z,16.23.Z; 16.24.Z; 16.29.Z; 46.13.Z; 46.73.Z; 16.10.Z; 02.20.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '290610050,00', 'waluta': 'PLN'}",
0000012116,ORDOM ENERGIA - A. OPŁATEK SPÓŁKA JAWNA,6681704684,31107953500000,SPÓŁKA JAWNA,RejP,17.05.2001,29.04.2026,29.04.2026,ACTIVE,,,,TUREK,KALISKA,96,,62-700,TUREK,16.10.Z,,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
0000012170,"""CENTRUM DYSTRYBUCJI I OBRÓBKI DREWNA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",7421967074,51137629600000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,15.05.2001,24.06.2026,24.06.2026,ACTIVE,,,,KOLONIA,,106,,12-140,ŚWIĘTAJNO,16.10.Z,16.21.Z; 16.22.Z; 16.23.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '5000000,00', 'waluta': 'PLN'}",
0000014147,DĄBRÓWKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,6981657405,41118547000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,24.05.2001,04.09.2017,20.11.2025,ACTIVE,,,,WARSZAWA,UL. JANA NOWAKA-JEZIORAŃSKIEGO,46,2,03-982,WARSZAWA,16.10.Z,45.19.Z; 45.20.Z; 45.31.Z; 53.20.Z; 52.21.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '200000,00', 'waluta': 'PLN'}",
0000014698,COLIN-BUD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI,7772586771,00479499400000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,24.05.2001,23.10.2025,20.11.2025,LIQUIDATION,,,,KOMORNIKI,STAWNA,29,,62 - 052,KOMORNIKI,16.10.Z,16.23.Z; 16.24.Z; 41.20.Z; 43.31.Z; 43.32.Z; 43.99.Z; 46.47.Z; 46.73.Z; 47.59.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000017551,AGRA POLAND COMMODITIES & TRADING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,9721009088,63417791100000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,06.06.2001,04.08.2017,20.11.2025,ACTIVE,,,,POZNAŃ,RATAJCZAKA,26/3,,61-815,POZNAŃ,,16.10.Z; 16.24.Z; 20.15.Z; 20.20.Z; 58.11.Z; 58.14.Z; 58.19.Z; 64.19.Z; 64.20.Z; 64.30.Z; 66.19.Z; 66.22.Z; 74.90.Z; 77.40.Z; 79.90.C; 96.04.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '750000,00', 'waluta': 'PLN'}",
0000017588,KREPEL POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,6211339187,25064493300000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,11.06.2001,10.07.2026,10.07.2026,ACTIVE,,,,KROTOSZYN,OSTROWSKA,144,,63-700,KROTOSZYN,16.24.Z,16.10.Z; 32.99.Z; 77.39.Z; 64.91.Z; 68.20.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '644300,00', 'waluta': 'PLN'}",
0000018423,CDM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8442004660,79075320700000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,07.06.2001,27.05.2026,27.05.2026,ACTIVE,,,,SUWAŁKI,WOJSKA POLSKIEGO,112 A,,16 - 400,SUWAŁKI,16.23.Z,16.10.Z; 41.20.Z; 43.32.Z; 43.34.Z; 43.39.Z; 43.91.Z; 43.99.Z; 46.73.Z; 68.20.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '4000500,00', 'waluta': 'PLN'}",
0000018891,"""BARLINEK"" SPÓŁKA AKCYJNA",9590821486,29072537900000,SPÓŁKA AKCYJNA,RejP,18.06.2001,30.07.2026,30.07.2026,ACTIVE,,,,KIELCE,AL. SOLIDARNOŚCI,36,,25-323,KIELCE,46.90.Z,16.10.Z; 16.21.Z; 16.23.Z; 16.29.Z; 35.30.Z; 46.73.Z; 02.20.Z; 46.71.Z; 47.91.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '236047500,00', 'waluta': 'PLN'}",
0000022694,"""GORAN STREFA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",8671964143,83048053000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,25.06.2001,16.07.2026,16.07.2026,ACTIVE,,,,BIAŁA NIŻNA,,441,,33-330,GRYBÓW,16.10.Z,16.23.Z; 16.24.Z; 16.29.Z; 41.20.Z; 49.41.Z; 77.12.Z; 52.21.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '105000,00', 'waluta': 'PLN'}",
0000024122,"""POMERANIAN TIMBER"" SPÓŁKA AKCYJNA",8522258411,81192906000000,SPÓŁKA AKCYJNA,RejP,04.07.2001,01.09.2026,01.09.2026,ACTIVE,,,,SZCZECIN,KRASICKIEGO,1 B,,71-333,SZCZECIN,16.10.Z,46.73.Z; 49.41.Z; 68.10.Z; 52.10.B; 82.99.Z; 02.40.Z; 16.22.Z; 32.99.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '1700000,00', 'waluta': 'PLN'}",
0000024613,"""BERTI"" SPÓŁKA JAWNA RYSZARDA NIEWIŃSKA, WALDEMAR NIEWIŃSKI, MIROSŁAW ZAJĄC",8520001501,81003337200000,SPÓŁKA JAWNA,RejP,16.07.2001,26.05.2026,26.05.2026,ACTIVE,,,,SZCZECIN,MIŁA,1,,70-813,SZCZECIN,46.77.Z,46.72.Z; 38.31.Z; 38.32.Z; 16.10.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
0000026195,"""INVESTPRO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5841013104,19049829000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,10.07.2001,22.06.2026,22.06.2026,ACTIVE,,,,GDAŃSK,WAŁY PIASTOWSKIE,1,616,80-958,GDAŃSK,,16.10.Z; 16.23.Z; 41.20.Z; 42.11.Z; 42.13.Z; 42.21.Z; 42.22.Z; 42.91.Z; 42.99.Z; 43.11.Z; 43.12.Z; 43.13.Z; 43.21.Z; 43.22.Z; 43.29.Z; 43.31.Z; 43.32.Z; 43.33.Z; 43.34.Z; 43.39.Z; 43.91.Z; 43.99.Z; 55.10.Z; 56.10.A; 56.21.Z; 56.29.Z; 58.19.Z; 68.10.Z; 68.20.Z; 68.32.Z; 71.11.Z; 71.12.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '200000,00', 'waluta': 'PLN'}",
0000026531,"""POLDAS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5271003697,01075125300000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,11.07.2001,28.06.2026,28.06.2026,ACTIVE,,,,WARSZAWA,TRAKT LUBELSKI,141,,04-790,WARSZAWA,46.73.Z,16.10.Z; 02.40.Z; 16.23.Z; 22.23.Z; 23.61.Z; 25.12.Z; 47.19.Z; 49.41.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '90000,00', 'waluta': 'PLN'}",
0000026898,"""ABAK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI",6690503577,33008319200000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,12.07.2001,03.07.2026,03.07.2026,LIQUIDATION,,,,KOSZALIN,UL. ALEJA MONTE CASSINO,6,,75-412,KOSZALIN,16.10.Z,46.69.Z; 46.66.Z; 41.20.Z; 46.90.Z; 47.19.Z; 22.29.Z; 96.09.Z; 73.11.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '4000,00', 'waluta': 'PLN'}",
0000027977,"""OKNOTAR""SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",9930268635,85251874000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,24.07.2001,05.06.2025,20.11.2025,ACTIVE,,,,TARNÓW,CHEMICZNA,118,,33-101,TARNÓW,,16.10.Z; 16.21.Z; 16.23.Z; 16.24.Z; 16.29.Z; 17.11.Z; 17.12.Z; 18.11.Z; 18.14.Z; 20.11.Z; 20.12.Z; 20.13.Z; 20.14.Z; 20.15.Z; 20.16.Z; 20.17.Z; 20.20.Z; 20.30.Z; 20.59.Z; 20.60.Z; 22.21.Z; 22.22.Z; 22.23.Z; 22.29.Z; 23.11.Z; 23.12.Z; 23.13.Z; 23.14.Z; 23.19.Z; 23.41.Z; 23.42.Z; 23.43.Z; 23.44.Z; 23.49.Z; 23.20.Z; 23.31.Z; 23.51.Z; 23.52.Z; 23.61.Z; 23.62.Z; 23.63.Z; 23.64.Z; 23.69.Z; 23.70.Z; 23.91.Z; 23.99.Z; 24.10.Z; 24.20.Z; 24.31.Z; 24.32.Z; 24.33.Z; 24.34.Z; 24.41.Z; 24.42.B; 24.43.Z; 24.44.Z; 24.45.Z; 24.51.Z; 24.52.Z; 24.53.Z; 24.54.B; 25.11.Z; 25.12.Z; 25.50.Z; 25.61.Z; 25.62.Z; 25.91.Z; 25.92.Z; 25.93.Z; 25.94.Z; 25.99.Z; 43.11.Z; 43.13.Z; 43.91.Z; 42.91.Z; 43.99.Z; 43.21.Z; 43.22.Z; 43.29.Z; 43.31.Z; 43.32.Z; 43.33.Z; 43.34.Z; 43.39.Z; 45.40.Z; 46.71.Z; 46.72.Z; 46.73.Z; 46.74.Z; 46.75.Z; 46.76.Z; 46.77.Z; 47.78.Z; 47.99.Z; 49.41.Z; 52.24.C; 52.10.B; 52.21.Z; 66.11.Z; 64.99.Z; 68.10.Z; 68.20.Z; 68.32.Z; 77.39.Z; 77.32.Z; 77.33.Z; 73.20.Z; 70.22.Z; 71.20.B; 82.99.Z; 71.11.Z; 71.12.Z; 73.11.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '2500000,00', 'waluta': 'PLN'}",
0000029478,"""WOOD BULK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5861122500,19104617500000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,24.07.2001,24.08.2026,24.08.2026,ACTIVE,,,,WARSZAWA,UL. PODWALE,3,9,00-252,WARSZAWA,68.20.Z,16.23.Z; 16.10.Z; 16.24.Z; 16.22.Z; 16.21.Z; 46.75.Z; 46.76.Z; 47.78.Z; 46.73.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '10000000,00', 'waluta': 'PLN'}",
0000033993,"""KUŹNIA KARKONOSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",6112420259,23108632700000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,09.08.2001,16.06.2026,16.06.2026,ACTIVE,,,,JELENIA GÓRA,PODGÓRZE,25,,58-500,JELENIA GÓRA,,01.61.Z; 01.62.Z; 01.63.Z; 01.64.Z; 01.70.Z; 02.20.Z; 02.40.Z; 03.21.Z; 03.22.Z; 10.11.Z; 10.12.Z; 10.13.Z; 10.20.Z; 10.31.Z; 10.32.Z; 10.39.Z; 10.81.Z; 10.82.Z; 10.83.Z; 10.84.Z; 10.85.Z; 10.86.Z; 10.89.Z; 13.91.Z; 13.92.Z; 13.93.Z; 13.94.Z; 13.95.Z; 13.96.Z; 13.99.Z; 14.11.Z; 14.12.Z; 14.13.Z; 14.14.Z; 14.19.Z; 14.31.Z; 14.39.Z; 16.10.Z; 18.20.Z; 41.10.Z; 41.20.Z; 42.91.Z; 42.99.Z; 43.11.Z; 43.12.Z; 43.13.Z; 43.21.Z; 43.22.Z; 43.29.Z; 43.31.Z; 43.32.Z; 43.33.Z; 43.34.Z; 43.39.Z; 43.91.Z; 43.99.Z; 45.11.Z; 45.19.Z; 45.20.Z; 45.31.Z; 45.32.Z; 45.40.Z; 46.11.Z; 46.12.Z; 46.13.Z; 46.14.Z; 46.15.Z; 46.16.Z; 46.17.Z; 46.18.Z; 46.19.Z; 46.21.Z; 46.22.Z; 46.23.Z; 46.24.Z; 46.31.Z; 46.32.Z; 46.33.Z; 46.34.A; 46.34.B; 46.35.Z; 46.36.Z; 46.37.Z; 46.38.Z; 46.39.Z; 46.41.Z; 46.42.Z; 46.43.Z; 46.44.Z; 46.45.Z; 46.46.Z; 46.47.Z; 46.48.Z; 46.49.Z; 46.51.Z; 46.52.Z; 46.61.Z; 46.62.Z; 46.63.Z; 46.64.Z; 46.65.Z; 46.66.Z; 46.69.Z; 46.71.Z; 46.72.Z; 46.73.Z; 46.74.Z; 46.75.Z; 46.76.Z; 46.77.Z; 46.90.Z; 47.11.Z; 47.19.Z; 47.21.Z; 47.22.Z; 47.23.Z; 47.24.Z; 47.25.Z; 47.26.Z; 47.29.Z; 47.30.Z; 47.41.Z; 47.42.Z; 47.43.Z; 47.51.Z; 47.52.Z; 47.53.Z; 47.54.Z; 47.59.Z; 47.61.Z; 47.62.Z; 47.63.Z; 47.64.Z; 47.65.Z; 47.71.Z; 47.72.Z; 47.73.Z; 47.74.Z; 47.75.Z; 47.76.Z; 47.77.Z; 47.78.Z; 47.79.Z; 47.81.Z; 47.82.Z; 47.89.Z; 47.91.Z; 47.99.Z; 49.31.Z; 49.32.Z; 49.39.Z; 49.41.Z; 49.42.Z; 50.10.Z; 50.30.Z; 50.40.Z; 52.21.Z; 52.22.A; 52.22.B; 52.23.Z; 52.24.A; 52.24.B; 52.24.C; 52.29.A; 52.29.B; 52.29.C; 53.10.Z; 53.20.Z; 55.10.Z; 55.20.Z; 55.30.Z; 55.90.Z; 56.10.A; 56.10.B; 56.21.Z; 56.29.Z; 56.30.Z; 58.11.Z; 58.12.Z; 58.13.Z; 58.14.Z; 58.19.Z; 58.21.Z; 58.29.Z; 59.11.Z; 59.12.Z; 59.13.Z; 59.14.Z; 59.20.Z; 63.11.Z; 63.12.Z; 63.91.Z; 63.99.Z; 64.11.Z; 64.19.Z; 64.20.Z; 64.30.Z; 64.91.Z; 64.92.Z; 64.99.Z; 65.11.Z; 65.12.Z; 65.20.Z; 65.30.Z; 66.11.Z; 66.12.Z; 66.19.Z; 66.21.Z; 66.22.Z; 66.29.Z; 66.30.Z; 68.10.Z; 68.20.Z; 68.31.Z; 68.32.Z; 69.20.Z; 70.21.Z; 70.22.Z; 73.11.Z; 73.12.A; 73.12.B; 73.12.C; 73.12.D; 74.20.Z; 75.00.Z; 78.10.Z; 78.30.Z; 79.11.A; 79.11.B; 79.12.Z; 79.90.A; 79.90.B; 79.90.C; 82.11.Z; 82.19.Z; 82.30.Z; 82.91.Z; 82.92.Z; 82.99.Z; 85.51.Z; 85.52.Z; 85.53.Z; 85.59.A; 85.59.B; 86.21.Z; 86.22.Z; 86.23.Z; 86.90.A; 86.90.B; 86.90.C; 86.90.D; 86.90.E; 88.10.Z; 88.91.Z; 88.99.Z; 90.01.Z; 90.02.Z; 90.03.Z; 90.04.Z; 93.11.Z; 93.12.Z; 93.13.Z; 93.19.Z; 93.21.Z; 94.11.Z; 94.12.Z; 94.91.Z; 94.92.Z; 94.99.Z; 96.01.Z; 96.02.Z; 96.03.Z; 96.04.Z; 96.09.Z; 93.29.B,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000035819,"""FRAM-POL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",7391014150,51025653200000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,18.09.2001,08.07.2026,08.07.2026,ACTIVE,,,,TOMASZKOWO,UL. WAGI,25,,11-034,STAWIGUDA,16.10.Z,01.70.Z; 02.20.Z; 16.24.Z; 46.73.Z; 46.90.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '51000,00', 'waluta': 'PLN'}",
0000042624,"""HOSSA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",9551980128,81201950200000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,10.09.2001,07.07.2026,07.07.2026,ACTIVE,,,,SZCZECIN,SPEDYTORSKA,1,2,70-632,SZCZECIN,,05.10.Z; 09.90.Z; 05.20.Z; 19.20.Z; 08.92.Z; 16.10.Z; 16.23.Z; 16.21.Z; 43.32.Z; 16.24.Z; 16.29.Z; 43.91.Z; 19.10.Z; 09.10.Z; 38.32.Z; 38.31.Z; 43.99.Z; 45.11.Z; 45.19.Z; 45.20.Z; 51.21.Z; 45.31.Z; 45.32.Z; 45.40.Z; 47.30.Z; 46.12.Z; 46.13.Z; 46.14.Z; 46.15.Z; 46.18.Z; 46.19.Z; 46.34.A; 46.34.B; 46.35.Z; 46.38.Z; 46.43.Z; 46.44.Z; 46.71.Z; 46.72.Z; 46.74.Z; 46.73.Z; 46.75.Z; 46.76.Z; 46.77.Z; 46.62.Z; 46.64.Z; 46.66.Z; 46.61.Z; 46.90.Z; 47.19.Z; 47.52.Z; 47.41.Z; 47.78.Z; 55.10.Z; 55.20.Z; 56.10.A; 56.10.B; 49.41.Z; 49.42.Z; 50.20.Z; 52.24.A; 52.24.B; 52.24.C; 52.10.A; 52.10.B; 52.22.B; 52.22.A; 52.29.A; 52.29.B; 52.23.Z; 52.29.C; 53.20.Z; 64.19.Z; 64.91.Z; 64.92.Z; 64.30.Z; 66.12.Z; 41.10.Z; 68.10.Z; 68.20.Z; 68.31.Z; 68.32.Z; 81.10.Z; 77.11.Z; 77.12.Z; 77.34.Z; 77.35.Z; 77.32.Z; 77.33.Z; 77.39.Z; 69.20.Z; 73.20.Z; 70.22.Z; 71.11.Z; 73.11.Z; 82.92.Z; 74.30.Z; 82.11.Z; 08.91.Z; 08.99.Z; 08.12.Z; 25.21.Z; 28.41.Z; 28.49.Z; 30.11.Z; 33.15.Z; 31.28.Z; 43.12.Z; 41.20.Z; 43.39.Z; 46.63.Z; 66.21.Z; 66.22.Z; 81.30.Z; 78.10.Z; 53.10.Z; 66.11.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000042877,"""POLCOTTON"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5261055385,01184124800000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,12.09.2001,27.09.2024,21.02.2026,ACTIVE,,,,WARSZAWA,UL. ŻWIRKI I WIGURY,16A,,02-092,WARSZAWA,68.20.Z,46.11.Z; 46.16.Z; 46.41.Z; 70.22.Z; 74.90.Z; 70.10.Z; 82.11.Z; 46.73.Z; 16.10.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '560000,00', 'waluta': 'PLN'}",
0000042881,ZEMAWIL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,6572425821,29241322400000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,11.09.2001,22.05.2025,20.11.2025,ACTIVE,,,,ZAGNAŃSK,KIELECKA,5,,26-050,ZAGNAŃSK,46.73.Z,16.10.Z; 16.24.Z; 16.23.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000043773,"""AGROMEG"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",7431680411,51090836000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,18.09.2001,09.07.2026,09.07.2026,ACTIVE,,,,GÓROWO IŁAWECKIE,CHOPINA,11,,11-220,GÓROWO IŁAWECKIE,16.10.Z,43.91.Z; 16.24.Z; 16.29.Z; 55.20.Z; 41.20.Z; 02.10.Z; 02.40.Z; 16.23.Z; 43.32.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '52500,00', 'waluta': 'PLN'}",
0000045876,"""GRAF"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5632023831,11026719800000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,20.09.2001,07.09.2026,07.09.2026,ACTIVE,,,,CHEŁM,UL. LUBELSKA,73A,,22-100,CHEŁM,16.29.Z,16.10.Z; 16.23.Z; 16.24.Z; 46.71.Z; 02.20.Z; 41.20.Z; 68.10.Z; 68.20.Z; 25.11.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '3710000,00', 'waluta': 'PLN'}",
