krs,name_discovery,nip_discovery,regon_discovery,city_discovery,status_discovery,discovery_sources
0000519364,FDK FACTORY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000452507,FEL-KAM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000406117,FELIKS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000406117,FELIKS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000872463,FENIKS B&C SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000360821,FENIKS PRODUCT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000508310,FENIKS-POL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000854647,FENIX + SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000285816,FENIX NORD-WEST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000353796,FENIX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000515993,FENZO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000074892,FERMA KRĄPLEWICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000453081,FERMAD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000611268,FERNWEH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000611268,FERNWEH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000146272,FERROCARBO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000096541,FERROTECH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000259720,FERROX SERVICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000334141,FERTIPAK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000330930,FERTIPAK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,,,,ACTIVE,16.10.Z:main
0000364185,FFI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000284772,FFP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000506431,FG DREWNO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000226992,FG INWEST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000283630,FHB POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000397376,"FHU ""ADA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000423296,FHU EURO-DACH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000675066,FIAMMA ALTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000257597,FIBRE - DECOR.PL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000367470,FIDELITY GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000353456,FIELD FACTORY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000394573,FIFOR POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000394573,FIFOR POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000701730,FILAR DOM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,,,,ACTIVE,16.10.Z:main
0000415330,FILAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000378362,FILIGRAN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000510720,FILMIR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000327668,FILO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000600601,FILODORS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000404964,FIMPEX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000519651,FINANCIAL CENTERS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000405304,FINANSE UBEZPIECZENIA NIERUCHOMOŚCI POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000851540,FINE WOODEN CREATIONS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000860518,FINERIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000628377,FINESTRA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000879093,FINEUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000582447,FINK PETROL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000075962,FINNFOREST POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000075962,FINNFOREST POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000533616,FINTONA DAWID PLEWA SPÓŁKA KOMANDYTOWA,,,,ACTIVE,16.10.Z:main
0000319961,FIREPROOF PARTITIONS ENGINEERING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000497125,FIRGANG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,,,,ACTIVE,16.10.Z:main
0000086428,"FIRMA ""EXPRO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000086428,"FIRMA ""EXPRO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000205701,"FIRMA ""FEMAR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000077864,"FIRMA ""GRILEX"" STANISŁAW KOZIOŁ, JAN I EWA SZURA SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000175515,"FIRMA ""MEBLE-ŁABISZYN"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000175515,"FIRMA ""MEBLE-ŁABISZYN"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000078079,"FIRMA BACHLEDA BACHLEDA-WRAJ WANDA, BACHLEDA-PRZYBYŁ ANNA, SZAROWICZ MARIA SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000053048,"FIRMA DORADZTWA PODATKOWEGO I FINANSOWEGO ""ALFA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000053048,"FIRMA DORADZTWA PODATKOWEGO I FINANSOWEGO ""ALFA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000086733,"FIRMA HANDLOWA ""AGROMA"" W KRAKOWIE
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000086733,"FIRMA HANDLOWA ""AGROMA"" W KRAKOWIE
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000375629,"FIRMA HANDLOWA ""ANNA"" SPÓŁKA JAWNA MACIEJ MAŁECKI, ANTONINA MAŁECKA, ANNA NAGLEWICZ",,,,ACTIVE,16.10.Z:main
0000257394,"FIRMA HANDLOWA ""ANNA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000025819,"FIRMA HANDLOWA ""BAT"" TADEUSZ BIGUS, ANDRZEJ BIGUS SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000138789,"FIRMA HANDLOWA ""DREWNO"" SPÓŁKA Z OGRANICZONĄ 
ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000036135,"FIRMA HANDLOWA ""EKKOM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000372595,"FIRMA HANDLOWA ""EKKOM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ, SPÓŁKA KOMANDYTOWA",,,,ACTIVE,16.10.Z:main
0000372595,"FIRMA HANDLOWA ""EKKOM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ, SPÓŁKA KOMANDYTOWA",,,,ACTIVE,16.10.Z:main
0000019474,"FIRMA HANDLOWA ""KRAKCHEMIA"" SPÓŁKA AKCYJNA",,,,ACTIVE,16.10.Z:main
0000059902,"FIRMA HANDLOWA G & R SPÓŁKA JAWNA RYSZARD GROSS, WOJCIECH REJEWSKI",,,,ACTIVE,16.10.Z:main
0000107888,"FIRMA HANDLOWO - USŁUGOWA SOZAŃSKI KAZIMIERZ, GRACZYK STANISŁAW SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000086889,"FIRMA HANDLOWO BUDOWLANA ""KRUPA"" KRUPA I WSPÓLNICY SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000086889,"FIRMA HANDLOWO BUDOWLANA ""KRUPA"" KRUPA I WSPÓLNICY SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000420397,"FIRMA HANDLOWO-USŁUGOWA ""BUDMAX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000126904,"FIRMA HANDLOWO-USŁUGOWA ""MAGMA"" DARIUSZ DUSZYŃSKI, JÓZEF ŚWIGUT SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000126904,"FIRMA HANDLOWO-USŁUGOWA ""MAGMA"" DARIUSZ DUSZYŃSKI, JÓZEF ŚWIGUT SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000136820,"FIRMA HANDLOWO-USŁUGOWA ""POLOTRO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000003479,"FIRMA HANDLOWO-USŁUGOWA ""ROLMET"" KOWALSKI MAREK FRĄCZEK ZBIGNIEW SPÓŁKA JAWNA
NAZWA SKRÓCONA FHU ROLMET KOWALSKI FRĄCZEK SP.J.",,,,ACTIVE,16.10.Z:main
0000071694,"FIRMA HANDLOWO-USŁUGOWA ""SYSTEM-DACH"" SPÓŁKA JAWNA BEATA SZULBORSKA, MAREK SZULBORSKI",,,,ACTIVE,16.10.Z:main
0000294862,FIRMA HANDLOWO-USŁUGOWA ANMAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000538838,"FIRMA HANDLOWO-USŁUGOWO-PRODUKCYJNA ""MIK-BUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000154828,FIRMA HANDLOWO-USŁUGOWO-PRODUKCYJNA ABLER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000154828,FIRMA HANDLOWO-USŁUGOWO-PRODUKCYJNA ABLER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000082185,"FIRMA HANDLOWO-USŁUGOWO-WYTWÓRCZA ""EUROCAMP"" WOJCIECH NAKLICKI, ZUZANNA NAKLICKA, ZBIGNIEW NAKLICKI SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000082185,"FIRMA HANDLOWO-USŁUGOWO-WYTWÓRCZA ""EUROCAMP"" WOJCIECH NAKLICKI, ZUZANNA NAKLICKA, ZBIGNIEW NAKLICKI SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000646057,"FIRMA KORBUTOWICZ BOGDAN KORBUTOWICZ, DANUTA KORBUTOWICZ, ANNA PERUŻYŃSKA SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000646057,"FIRMA KORBUTOWICZ BOGDAN KORBUTOWICZ, DANUTA KORBUTOWICZ, ANNA PERUŻYŃSKA SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000721317,FIRMA MAŁECKI II SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,,,,ACTIVE,16.10.Z:main
0000648084,FIRMA MAŁECKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000939933,FIRMA MAŁECKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000205116,"FIRMA PRODUKCJI, USŁUG I HANDLU ""FOL-DREW"" PIĄTEK MARIUSZ, BRĄCZEK JERZY SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000205116,"FIRMA PRODUKCJI, USŁUG I HANDLU ""FOL-DREW"" PIĄTEK MARIUSZ, BRĄCZEK JERZY SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000431868,FIRMA PRODUKCYJNO HANDLOWA AGRO-MASA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000388569,"FIRMA PRODUKCYJNO USŁUGOWO HANDLOWA ""BIPOMA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,LIQUIDATION,16.10.Z:main
0000157393,"FIRMA PRODUKCYJNO-HANDLOWA ""BRAT-POL"" BEŚKA I BEŚKA
SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000104356,"FIRMA PRODUKCYJNO-HANDLOWA ""JAN-POL"" PŁOSKI JANUSZ SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000335121,"FIRMA PRODUKCYJNO-HANDLOWA KUDŁA TADEUSZ GAWLAK, STANISŁAW GAWLAK SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000073207,"FIRMA PRODUKCYJNO-HANDLOWO-USŁUGOWA ""MASZ-DREW"" BOGUMIŁ NOREK, WŁADYSŁAW MOŁOŃ, ANDRZEJ WACHOWICZ - SPÓŁKA JAWNA",,,,ACTIVE,16.10.Z:main
0000502680,FIRMA PRODUKCYJNO-USŁUGOWO-HANDLOWA MARPIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000502680,FIRMA PRODUKCYJNO-USŁUGOWO-HANDLOWA MARPIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000131899,"FIRMA PROJEKTOWO-BUDOWLANA ""APB"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000248558,FIRMA ROLESKI MAREK ROLESKI SPÓŁKA JAWNA,,,,ACTIVE,16.10.Z:main
0000144935,FIRMA SIS SPÓŁKA JAWNA SAWICKI I SYMKO,,,,ACTIVE,16.10.Z:main
0000144935,FIRMA SIS SPÓŁKA JAWNA SAWICKI I SYMKO,,,,ACTIVE,16.10.Z:main
0000320822,FIRMA WAFRO SPÓŁKA AKCYJNA,,,,ACTIVE,16.10.Z:main
0000309904,"FIRMA WIELOBRANŻOWA ""RAVEN"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,ACTIVE,16.10.Z:main
0000405371,FIRMA WIELOBRANŻOWA JUPA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000302247,FIRST - REC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000302247,FIRST - REC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000434985,FIS 1 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000434985,FIS 1 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000434985,FIS 1 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000434985,FIS 1 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000426789,FIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000505135,FISZER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000812662,FITELIO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000336497,FITEN GAZ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000423858,FITZ TOUCH DESIGNS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000423858,FITZ TOUCH DESIGNS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000868005,FIXIT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000429550,FLIPPER CHÓW I HODOWLA RYB SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000799083,FLOORPOL LTD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000807931,FLOORPOL LTD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,,,,ACTIVE,16.10.Z:main
0000304775,FLOORPOL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000059759,FLOORS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000059469,FLORAD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000485223,FLORADREW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000485223,FLORADREW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000344997,FLORAEXIM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000485204,FLOTTER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000069584,FLOYD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000069584,FLOYD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000376410,FLUX MEDICAL AND INDUSTRY APPLICATIONS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000448218,FMCG POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000305522,FMS LUBELSKIE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000301263,FMS LUBUSKIE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000305295,FMS PODLASKIE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000406557,FOLPOLTER II SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,,,,ACTIVE,16.10.Z:main
0000309419,FOLWARK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000256455,FOLWARK ŁĘKUK PRZYŁUCCY SPÓŁKA JAWNA,,,,ACTIVE,16.10.Z:main
0000457130,FONDAMENTO-POL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000503571,FOOD ART GALLERY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,,,,LIQUIDATION,16.10.Z:main
0000353497,FOR NATURE SOLUTIONS - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000353497,FOR NATURE SOLUTIONS - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000413309,FORBUDEX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000413309,FORBUDEX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000788464,FORENDA - TARTAK M. I P. FORENDA SPÓŁKA JAWNA,,,,ACTIVE,16.10.Z:main
0000788464,FORENDA - TARTAK M. I P. FORENDA SPÓŁKA JAWNA,,,,ACTIVE,16.10.Z:main
0000955865,FORENDA SPÓŁKA JAWNA,,,,ACTIVE,16.10.Z:main
0000410149,FORENDA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000410149,FORENDA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000463629,FOREST A SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000463629,FOREST A SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000586627,FOREST DP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000384284,FOREST ONE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000152473,FOREST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000152473,FOREST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000601916,FOREST STYLE INDUSTRY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000987681,FORFEED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000359547,FORHAUS  SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000362873,FORHAUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,,,,ACTIVE,16.10.Z:main
0000772013,FORM AT WOOD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000488169,FORM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000281044,FORMACJA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000593781,FORMAPLAN GUBIN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,LIQUIDATION,16.10.Z:main
0000313676,FORMAPLAN KOMPONENTY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000202637,FORMAPLAN MIELEC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000184595,FORMAT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000341679,FORMAT VGB SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000308414,FORMATPOL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
0000851509,FORMCOLOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,ACTIVE,16.10.Z:main
